ID,Timestamp,Class,Category,Confidence
1,2025-12-11 19:52:16,Plastic,Recyclable,0.6
2,2025-12-11 19:52:16,plastic_bag,Inorganic,0.51
3,2025-12-11 19:52:56,Plastic,Recyclable,0.57
4,2025-12-11 19:52:56,Plastic,Recyclable,0.48
5,2025-12-11 19:53:10,Pear,Organic,0.32
6,2025-12-11 19:53:10,Pear,Organic,0.26
7,2025-12-11 19:53:10,Pear,Organic,0.2
8,2025-12-11 19:53:10,Pear,Organic,0.15
9,2025-12-11 19:53:18,Pear,Organic,0.31
10,2025-12-11 19:53:18,Apple,Organic,0.18
11,2025-12-11 19:53:18,plastic_bag,Inorganic,0.17
12,2025-12-11 19:53:31,Cardboard,Recyclable,0.77
13,2025-12-11 19:53:31,Glass,Recyclable,0.44
14,2025-12-11 19:53:31,Plastic,Recyclable,0.39
15,2025-12-11 19:53:31,Cardboard,Recyclable,0.36
16,2025-12-11 19:53:31,Plastic,Recyclable,0.29
17,2025-12-11 19:53:31,Cardboard,Recyclable,0.23
18,2025-12-11 19:53:31,Paper,Recyclable,0.23
19,2025-12-11 19:53:31,Cardboard,Recyclable,0.21
20,2025-12-11 19:53:53,Plastic,Recyclable,0.61
21,2025-12-11 19:53:53,Plastic,Recyclable,0.69
22,2025-12-11 19:53:53,Plastic,Recyclable,0.6
23,2025-12-11 19:53:54,Plastic,Recyclable,0.68
24,2025-12-11 19:53:54,Plastic,Recyclable,0.71
25,2025-12-11 19:53:54,Plastic,Recyclable,0.64
26,2025-12-11 19:53:54,Plastic,Recyclable,0.69
27,2025-12-11 19:53:55,Plastic,Recyclable,0.57
28,2025-12-11 19:53:55,Plastic,Recyclable,0.51
29,2025-12-11 19:53:55,Plastic,Recyclable,0.65
30,2025-12-11 19:53:56,Plastic,Recyclable,0.52
31,2025-12-11 19:53:56,Plastic,Recyclable,0.51
32,2025-12-11 19:53:56,Plastic,Recyclable,0.51
33,2025-12-11 19:53:57,Plastic,Recyclable,0.54
34,2025-12-11 19:53:57,Plastic,Recyclable,0.59
35,2025-12-11 19:53:57,Plastic,Recyclable,0.57
36,2025-12-11 19:53:58,Plastic,Recyclable,0.56
37,2025-12-11 19:53:59,Plastic,Recyclable,0.45
38,2025-12-11 19:53:59,Plastic,Recyclable,0.47
39,2025-12-11 19:54:02,Plastic,Recyclable,0.49
40,2025-12-11 19:54:02,Plastic,Recyclable,0.54
41,2025-12-11 19:54:03,Plastic,Recyclable,0.44
42,2025-12-11 19:54:03,Plastic,Recyclable,0.45
43,2025-12-11 19:54:03,Plastic,Recyclable,0.53
44,2025-12-11 19:54:05,Plastic,Recyclable,0.55
45,2025-12-11 19:54:05,Plastic,Recyclable,0.52
46,2025-12-11 19:54:06,Plastic,Recyclable,0.48
47,2025-12-11 19:54:07,Plastic,Recyclable,0.5
48,2025-12-11 19:54:08,Plastic,Recyclable,0.46
49,2025-12-11 19:54:08,Plastic,Recyclable,0.44
