ID,Timestamp,Class,Category,Confidence
1,2025-11-29 13:14:12,banana_peel,Organic,0.86
2,2025-11-29 13:14:12,banana_peel,Organic,0.79
3,2025-11-29 13:14:12,banana_peel,Organic,0.77
4,2025-11-29 13:14:12,banana_peel,Organic,0.79
5,2025-11-29 13:14:12,banana_peel,Organic,0.78
6,2025-11-29 13:14:12,banana_peel,Organic,0.86
7,2025-11-29 13:14:12,banana_peel,Organic,0.82
8,2025-11-29 13:14:12,banana_peel,Organic,0.91
9,2025-11-29 13:14:12,banana_peel,Organic,0.84
10,2025-11-29 13:14:13,banana_peel,Organic,0.91
11,2025-11-29 13:14:13,banana_peel,Organic,0.83
12,2025-11-29 13:14:13,banana_peel,Organic,0.91
13,2025-11-29 13:14:13,banana_peel,Organic,0.76
14,2025-11-29 13:14:13,banana_peel,Organic,0.9
15,2025-11-29 13:14:13,banana_peel,Organic,0.76
16,2025-11-29 13:14:13,banana_peel,Organic,0.92
17,2025-11-29 13:14:13,banana_peel,Organic,0.8
18,2025-11-29 13:14:13,banana_peel,Organic,0.88
19,2025-11-29 13:14:13,banana_peel,Organic,0.84
20,2025-11-29 13:14:13,banana_peel,Organic,0.88
21,2025-11-29 13:14:13,can,Inorganic,0.88
22,2025-11-29 13:14:13,banana_peel,Organic,0.82
23,2025-11-29 13:14:13,can,Inorganic,0.93
24,2025-11-29 13:14:13,banana_peel,Organic,0.88
25,2025-11-29 13:14:14,can,Inorganic,0.92
26,2025-11-29 13:14:14,banana_peel,Organic,0.88
27,2025-11-29 13:14:14,can,Inorganic,0.93
28,2025-11-29 13:14:14,banana_peel,Organic,0.88
29,2025-11-29 13:14:14,can,Inorganic,0.94
30,2025-11-29 13:14:14,banana_peel,Organic,0.87
31,2025-11-29 13:14:14,can,Inorganic,0.95
32,2025-11-29 13:14:14,can,Inorganic,0.93
33,2025-11-29 13:14:14,can,Inorganic,0.94
34,2025-11-29 13:14:14,can,Inorganic,0.77
35,2025-11-29 13:14:31,bottle,Inorganic,0.46
36,2025-11-29 13:14:32,bottle,Inorganic,0.37
37,2025-11-29 13:14:45,bottle,Inorganic,0.51
38,2025-11-29 13:14:45,bottle,Inorganic,0.58
39,2025-11-29 13:14:45,bottle,Inorganic,0.61
40,2025-11-29 13:14:46,bottle,Inorganic,0.65
41,2025-11-29 13:14:46,bottle,Inorganic,0.69
42,2025-11-29 13:14:46,bottle,Inorganic,0.48
43,2025-11-29 13:14:46,bottle,Inorganic,0.53
44,2025-11-29 13:14:46,bottle,Inorganic,0.58
45,2025-11-29 13:14:46,bottle,Inorganic,0.48
46,2025-11-29 13:14:53,bottle,Inorganic,0.54
47,2025-11-29 13:14:53,bottle,Inorganic,0.52
48,2025-11-29 13:14:53,bottle,Inorganic,0.38
49,2025-11-29 13:14:53,bottle,Inorganic,0.52
50,2025-11-29 13:14:53,bottle,Inorganic,0.6
51,2025-11-29 13:14:54,bottle,Inorganic,0.56
52,2025-11-29 13:14:54,bottle,Inorganic,0.65
53,2025-11-29 13:14:54,bottle,Inorganic,0.41
54,2025-11-29 13:14:54,bottle,Inorganic,0.51
55,2025-11-29 13:14:54,bottle,Inorganic,0.53
56,2025-11-29 13:14:54,bottle,Inorganic,0.54
57,2025-11-29 13:14:54,bottle,Inorganic,0.29
58,2025-11-29 13:14:55,bottle,Inorganic,0.44
59,2025-11-29 13:14:55,bottle,Inorganic,0.32
60,2025-11-29 13:14:55,bottle,Inorganic,0.42
61,2025-11-29 13:14:55,bottle,Inorganic,0.22
62,2025-11-29 13:14:55,bottle,Inorganic,0.4
63,2025-11-29 13:14:55,bottle,Inorganic,0.31
64,2025-11-29 13:14:55,bottle,Inorganic,0.57
65,2025-11-29 13:14:55,bottle,Inorganic,0.36
66,2025-11-29 13:14:56,bottle,Inorganic,0.56
67,2025-11-29 13:14:56,bottle,Inorganic,0.26
68,2025-11-29 13:14:56,bottle,Inorganic,0.42
69,2025-11-29 13:14:56,bottle,Inorganic,0.18
70,2025-11-29 13:14:56,bottle,Inorganic,0.34
71,2025-11-29 13:14:56,bottle,Inorganic,0.65
72,2025-11-29 13:14:57,bottle,Inorganic,0.59
73,2025-11-29 13:14:57,bottle,Inorganic,0.38
74,2025-11-29 13:14:57,bottle,Inorganic,0.35
75,2025-11-29 13:14:57,bottle,Inorganic,0.43
76,2025-11-29 13:14:57,bottle,Inorganic,0.44
77,2025-11-29 13:14:57,bottle,Inorganic,0.47
78,2025-11-29 13:14:57,bottle,Inorganic,0.42
79,2025-11-29 13:14:58,bottle,Inorganic,0.54
80,2025-11-29 13:14:58,bottle,Inorganic,0.27
81,2025-11-29 13:14:58,bottle,Inorganic,0.22
82,2025-11-29 13:14:58,bottle,Inorganic,0.51
83,2025-11-29 13:14:58,bottle,Inorganic,0.62
84,2025-11-29 13:14:58,bottle,Inorganic,0.48
85,2025-11-29 13:14:58,bottle,Inorganic,0.21
86,2025-11-29 13:14:59,bottle,Inorganic,0.42
87,2025-11-29 13:14:59,bottle,Inorganic,0.5
88,2025-11-29 13:14:59,bottle,Inorganic,0.49
89,2025-11-29 13:14:59,bottle,Inorganic,0.45
90,2025-11-29 13:14:59,bottle,Inorganic,0.57
91,2025-11-29 13:14:59,bottle,Inorganic,0.3
92,2025-11-29 13:14:59,bottle,Inorganic,0.47
93,2025-11-29 13:15:00,bottle,Inorganic,0.25
94,2025-11-29 13:15:00,bottle,Inorganic,0.26
95,2025-11-29 13:15:00,bottle,Inorganic,0.3
96,2025-11-29 13:15:00,bottle,Inorganic,0.3
97,2025-11-29 13:15:00,bottle,Inorganic,0.21
98,2025-11-29 13:15:00,bottle,Inorganic,0.57
99,2025-11-29 13:15:00,bottle,Inorganic,0.42
100,2025-11-29 13:15:01,bottle,Inorganic,0.27
101,2025-11-29 13:15:01,bottle,Inorganic,0.29
102,2025-11-29 13:15:01,bottle,Inorganic,0.42
103,2025-11-29 13:15:01,bottle,Inorganic,0.42
104,2025-11-29 13:15:01,bottle,Inorganic,0.29
105,2025-11-29 13:15:01,bottle,Inorganic,0.38
106,2025-11-29 13:15:02,bottle,Inorganic,0.31
107,2025-11-29 13:15:02,bottle,Inorganic,0.19
108,2025-11-29 13:15:02,bottle,Inorganic,0.32
109,2025-11-29 13:15:02,bottle,Inorganic,0.39
110,2025-11-29 13:15:02,bottle,Inorganic,0.6
111,2025-11-29 13:15:03,bottle,Inorganic,0.17
112,2025-11-29 13:15:03,bottle,Inorganic,0.19
113,2025-11-29 13:15:03,bottle,Inorganic,0.58
