Model,mAP50,mAP50-95,Precision,Recall,F1,Inference Time (ms),FPS,Overall Score
YOLOv8n,0.8337087948317013,0.624389440416075,0.9007645579370186,0.8363664779768285,0.8673713514376779,10.76789140701294,92.86869287599961,0.8099671815977334
YOLO11n,0.8329680801448947,0.6110336864707909,0.8871829339758612,0.839547913677178,0.8627078747424537,12.870545387268066,77.696785171919,0.7542150006326236
