ID,Timestamp,Class,Category,Confidence
1,2025-11-29 11:01:22,eggshell,Organic,0.9
2,2025-11-29 11:01:28,can,Inorganic,0.81
3,2025-11-29 11:02:09,banana_peel,Organic,0.9
4,2025-11-29 11:02:20,bottle,Inorganic,0.95
5,2025-11-29 11:02:20,bottle,Inorganic,0.94
6,2025-11-29 11:02:48,leaves,Organic,0.91
7,2025-11-29 11:02:48,leaves,Organic,0.76
8,2025-11-29 11:02:48,leaves,Organic,0.75
9,2025-11-29 11:03:02,eggshell,Organic,0.92
10,2025-11-29 11:05:11,can,Inorganic,0.91
11,2025-11-29 11:05:26,can,Inorganic,0.95
12,2025-11-29 11:06:09,banana_peel,Organic,0.94
13,2025-11-29 11:06:09,banana_peel,Organic,0.94
14,2025-11-29 11:06:09,banana_peel,Organic,0.92
15,2025-11-29 11:06:09,banana_peel,Organic,0.91
16,2025-11-29 11:06:09,banana_peel,Organic,0.91
17,2025-11-29 11:06:09,banana_peel,Organic,0.87
18,2025-11-29 11:06:35,can,Inorganic,0.87
19,2025-11-29 11:07:14,bag,Inorganic,0.82
20,2025-11-29 11:07:32,bag,Inorganic,0.88
21,2025-11-29 11:07:51,bottle,Inorganic,0.81
22,2025-11-29 11:08:01,can,Inorganic,0.85
23,2025-11-29 11:08:16,can,Inorganic,0.86
24,2025-11-29 11:08:16,can,Inorganic,0.8
25,2025-11-29 11:08:35,can,Inorganic,0.94
26,2025-11-29 11:08:35,can,Inorganic,0.84
27,2025-11-29 11:08:49,can,Inorganic,0.93
28,2025-11-29 11:08:49,can,Inorganic,0.93
29,2025-11-29 11:08:49,can,Inorganic,0.92
30,2025-11-29 11:08:49,can,Inorganic,0.92
31,2025-11-29 11:08:49,can,Inorganic,0.92
32,2025-11-29 11:08:49,can,Inorganic,0.9
33,2025-11-29 11:08:49,can,Inorganic,0.89
34,2025-11-29 11:09:15,eggshell,Organic,0.89
35,2025-11-29 11:09:24,banana_peel,Organic,0.83
36,2025-11-29 11:09:31,banana_peel,Organic,0.77
37,2025-11-29 11:09:52,banana_peel,Organic,0.86
38,2025-11-29 11:10:40,can,Inorganic,0.91
39,2025-11-29 11:10:51,can,Inorganic,0.96
40,2025-11-29 11:11:48,leaves,Organic,0.87
41,2025-11-29 11:12:15,banana_peel,Organic,0.89
42,2025-11-29 11:12:38,can,Inorganic,0.85
43,2025-11-29 11:25:30,leaves,Organic,0.83
