ID,Timestamp,Class,Category,Confidence
1,2025-12-03 20:39:40,plastic_bag,Inorganic,0.86
2,2025-12-03 20:39:43,plastic_bag,Inorganic,0.86
3,2025-12-03 20:39:56,plastic_bag,Inorganic,0.89
4,2025-12-03 20:40:05,plastic_bag,Inorganic,0.82
5,2025-12-03 20:40:16,plastic_bag,Inorganic,0.73
6,2025-12-03 20:40:28,plastic_bag,Inorganic,0.78
7,2025-12-03 20:40:28,plastic_bag,Inorganic,0.72
8,2025-12-03 20:40:40,plastic_bag,Inorganic,0.92
9,2025-12-03 20:41:13,Vegetable,Organic,0.79
10,2025-12-03 20:41:13,Vegetable,Organic,0.74
11,2025-12-03 20:41:13,Vegetable,Organic,0.7
12,2025-12-03 20:41:13,Bone,Organic,0.66
13,2025-12-03 20:41:13,Bone,Organic,0.62
14,2025-12-03 20:55:16,Cardboard,Recyclable,0.87
15,2025-12-03 21:00:36,Plastic,Recyclable,0.66
16,2025-12-03 21:06:00,plastic_bag,Inorganic,0.83
17,2025-12-03 21:06:13,plastic_bag,Inorganic,0.75
18,2025-12-03 21:07:11,plastic_bag,Inorganic,0.76
19,2025-12-03 21:07:11,plastic_bag,Inorganic,0.65
20,2025-12-03 21:08:03,plastic_bag,Inorganic,0.86
21,2025-12-03 21:09:18,Orange,Organic,0.91
22,2025-12-03 21:09:18,Orange,Organic,0.85
23,2025-12-03 21:09:18,Orange,Organic,0.8
24,2025-12-03 21:09:18,Orange,Organic,0.78
25,2025-12-03 21:09:18,Orange,Organic,0.77
26,2025-12-03 21:09:18,Orange,Organic,0.75
27,2025-12-03 21:09:18,Orange,Organic,0.73
28,2025-12-03 21:09:18,Orange,Organic,0.71
29,2025-12-03 21:09:18,Orange,Organic,0.7
30,2025-12-03 21:09:18,Orange,Organic,0.7
31,2025-12-03 21:09:18,Orange,Organic,0.69
32,2025-12-03 21:09:18,Orange,Organic,0.67
33,2025-12-03 21:09:18,Orange,Organic,0.67
34,2025-12-03 21:09:18,Apple,Organic,0.64
35,2025-12-03 21:09:18,Orange,Organic,0.63
36,2025-12-03 21:09:18,Orange,Organic,0.62
37,2025-12-03 21:09:18,Orange,Organic,0.61
38,2025-12-03 21:09:18,Orange,Organic,0.61
39,2025-12-03 21:09:18,Orange,Organic,0.58
40,2025-12-03 21:09:18,Orange,Organic,0.57
41,2025-12-03 21:09:18,Orange,Organic,0.56
42,2025-12-03 21:09:18,Orange,Organic,0.55
43,2025-12-03 21:09:18,Orange,Organic,0.55
44,2025-12-03 21:09:18,Orange,Organic,0.54
45,2025-12-03 21:09:18,Orange,Organic,0.51
46,2025-12-03 21:09:18,Orange,Organic,0.48
47,2025-12-03 21:09:40,Glass,Recyclable,0.82
48,2025-12-03 21:09:49,Cardboard,Recyclable,0.88
49,2025-12-03 21:10:03,Cardboard,Recyclable,0.88
